ACRES,SQMILES,SE_PERCENT,FIPS,COUNTY,CODE,MEANING
80768.9405,121,26.37330388,17009,IL,0002,Cropland
17879.99559,27,58.48564898,17009,IL,0003,Pasture (improved through cultural practices)
21161.97606,32,51.03603085,17009,IL,0004,Idle farmland
6057.802462,9,87.77838353,17009,IL,0012,"Rights-of-way (improved road, railway, power line)"
59902.59679,90,28.91702974,17009,IL,0020,Forest
1839.041456,3,92.11253117,17009,IL,0022,Noncensus water
5409.878673,8,100,17009,IL,0023,Census water
453066.5448,680,11.45236589,17011,IL,0002,Cropland
5959.99853,9,101.3303228,17011,IL,0008,Windbreak\/Shelterbelt
15087.01202,23,53.50499468,17011,IL,0011,"Cultural (business, residential, other intense human activity)"
33731.93814,51,40.2699712,17011,IL,0012,"Rights-of-way (improved road, railway, power line)"
34056.17738,51,33.82613466,17011,IL,0020,Forest
572.8467013,1,92.11253117,17011,IL,0022,Noncensus water
47884.24294,72,35.83750341,17013,IL,0002,Cropland
20024.55046,30,55.92832777,17013,IL,0003,Pasture (improved through cultural practices)
5355.355295,8,94.24495399,17013,IL,0004,Idle farmland
7481.912959,11,83.8385292,17013,IL,0011,"Cultural (business, residential, other intense human activity)"
61393.49884,92,30.83509101,17013,IL,0020,Forest
12972.65769,19,72.00822998,17013,IL,0023,Census water
205022.7276,308,17.12983105,17015,IL,0002,Cropland
13939.26455,21,62.56840903,17015,IL,0003,Pasture (improved through cultural practices)
5959.99853,9,101.3303228,17015,IL,0004,Idle farmland
2013.562192,3,88.39592836,17015,IL,0011,"Cultural (business, residential, other intense human activity)"
2194.464158,3,107.6280721,17015,IL,0012,"Rights-of-way (improved road, railway, power line)"
46895.01169,70,33.86796133,17015,IL,0020,Forest
1471.434237,2,101.3303228,17015,IL,0022,Noncensus water
10819.75735,16,70.02746714,17015,IL,0023,Census water
5959.99853,9,101.3303228,17017,IL,0001,Agricultural land
154982.8026053541,232,19.79666216,17017,IL,0002,Cropland
18038.19395,27,58.30169088,17017,IL,0003,Pasture (improved through cultural practices)
5959.99853,9,101.3303228,17017,IL,0011,"Cultural (business, residential, other intense human activity)"
17879.99559,27,58.48564898,17017,IL,0012,"Rights-of-way (improved road, railway, power line)"
42505.14759,64,37.29524098,17017,IL,0020,Forest
2019.267487,3,87.77838353,17017,IL,0022,Noncensus water
5409.878673,8,100,17017,IL,0023,Census water
5959.99853,9,101.3303228,17019,IL,0001,Agricultural land
554279.8632768465,831,10.362397,17019,IL,0002,Cropland
5959.99853,9,101.3303228,17019,IL,0003,Pasture (improved through cultural practices)
31917.06407,48,43.86686369,17019,IL,0011,"Cultural (business, residential, other intense human activity)"
23839.99412,36,50.64250426,17019,IL,0012,"Rights-of-way (improved road, railway, power line)"
6501.639105,10,98.67936355,17019,IL,0020,Forest
5959.99853,9,101.3303228,17021,IL,0001,Agricultural land
360981.0848735779,541,12.84326303,17021,IL,0002,Cropland
28937.0648,43,44.88602842,17021,IL,0003,Pasture (improved through cultural practices)
2788.042645,4,88.39592836,17021,IL,0004,Idle farmland
17705.6898,27,55.5613214,17021,IL,0012,"Rights-of-way (improved road, railway, power line)"
18399.71439,28,39.08690598,17021,IL,0020,Forest
3433.208103,5,66.93974688,17021,IL,0022,Noncensus water
14877.16635,22,57.10765422,17021,IL,0023,Census water
5985.530367,9,101.6911246,17023,IL,0001,Agricultural land
217784.9832930512,327,16.44510359,17023,IL,0002,Cropland
5985.530367,9,101.6911246,17023,IL,0003,Pasture (improved through cultural practices)
23673.73401,36,48.41115129,17023,IL,0011,"Cultural (business, residential, other intense human activity)"
2873.192179,4,100,17023,IL,0012,"Rights-of-way (improved road, railway, power line)"
63352.56138,95,28.3773097,17023,IL,0020,Forest
1496.382592,2,101.6911246,17023,IL,0022,Noncensus water
261933.5336046199,393,15.03198233,17025,IL,0002,Cropland
5985.530367,9,101.6911246,17025,IL,0011,"Cultural (business, residential, other intense human activity)"
5205.490232,8,71.34757947,17025,IL,0012,"Rights-of-way (improved road, railway, power line)"
42214.98434,63,36.66060349,17025,IL,0020,Forest
7019.510046,11,95.19197132,17027,IL,0001,Agricultural land
230415.7503793865,346,16.02918629,17027,IL,0002,Cropland
5985.530367,9,101.6911246,17027,IL,0003,Pasture (improved through cultural practices)
5985.530367,9,101.6911246,17027,IL,0008,Windbreak\/Shelterbelt
1960.294109,3,90.32027637,17027,IL,0011,"Cultural (business, residential, other intense human activity)"
10474.67814,16,72.60449442,17027,IL,0012,"Rights-of-way (improved road, railway, power line)"
35304.44537,53,38.08143034,17027,IL,0020,Forest
39082.90162,59,40.06791153,17027,IL,0023,Census water
244359.9397242011,367,15.7305172,17029,IL,0002,Cropland
14578.47579,22,60.72424304,17029,IL,0003,Pasture (improved through cultural practices)
8077.069949,12,69.24277893,17029,IL,0004,Idle farmland
5959.99853,9,101.3303228,17029,IL,0010,Developed
8730.263904,13,74.57347873,17029,IL,0011,"Cultural (business, residential, other intense human activity)"
5959.99853,9,101.3303228,17029,IL,0012,"Rights-of-way (improved road, railway, power line)"
38841.71163,58,36.27873583,17029,IL,0020,Forest
19997.06701,30,55.50390259,17031,IL,0002,Cropland
6118.196886,9,100.3224,17031,IL,0003,Pasture (improved through cultural practices)
7600.57467,11,82.35614546,17031,IL,0004,Idle farmland
17879.99559,27,58.48564898,17031,IL,0010,Developed
400501.2683100032,601,12.16238636,17031,IL,0011,"Cultural (business, residential, other intense human activity)"
85781.0997,129,25.95060027,17031,IL,0012,"Rights-of-way (improved road, railway, power line)"
78237.99119,117,26.07240386,17031,IL,0020,Forest
12078.19542,18,71.29267509,17031,IL,0022,Noncensus water
5409.878673,8,100,17031,IL,0023,Census water
5985.530367,9,101.6911246,17033,IL,0001,Agricultural land
197911.0211276878,297,17.09450934,17033,IL,0002,Cropland
12330.05837,18,69.54231266,17033,IL,0003,Pasture (improved through cultural practices)
5985.530367,9,101.6911246,17033,IL,0010,Developed
3699.955667,6,67.05328683,17033,IL,0011,"Cultural (business, residential, other intense human activity)"
1496.382592,2,101.6911246,17033,IL,0012,"Rights-of-way (improved road, railway, power line)"
44306.18958,66,32.895667,17033,IL,0020,Forest
1428.988399,2,94.24495399,17033,IL,0022,Noncensus water
188544.2065573185,283,17.7900552,17035,IL,0002,Cropland
11971.06073,18,71.8734613,17035,IL,0003,Pasture (improved through cultural practices)
10217.69183,15,59.94228579,17035,IL,0020,Forest
353692.3694293511,531,13.01164315,17037,IL,0002,Cropland
5959.99853,9,101.3303228,17037,IL,0003,Pasture (improved through cultural practices)
11919.99706,18,71.64067932,17037,IL,0011,"Cultural (business, residential, other intense human activity)"
7681.829604,12,81.55712688,17037,IL,0012,"Rights-of-way (improved road, railway, power line)"
11190.107,17,65.04030747,17037,IL,0020,Forest
5959.99853,9,101.3303228,17037,IL,0022,Noncensus water
219029.9459723022,329,16.58293562,17039,IL,0002,Cropland
22114.13843,33,52.78798388,17039,IL,0003,Pasture (improved through cultural practices)
2349.506569,4,87.77838353,17039,IL,0011,"Cultural (business, residential, other intense human activity)"
14207.64906,21,56.50554127,17039,IL,0020,Forest
9998.526337,15,71.04458855,17039,IL,0023,Census water
238399.9411943426,358,15.92833677,17041,IL,0002,Cropland
16433.24755,25,57.79588778,17041,IL,0011,"Cultural (business, residential, other intense human activity)"
5959.99853,9,101.3303228,17041,IL,0012,"Rights-of-way (improved road, railway, power line)"
7812.023505,12,80.17783502,17041,IL,0020,Forest
491.428658,1,92.11253117,17041,IL,0022,Noncensus water
14195.26683,21,66.06209115,17043,IL,0002,Cropland
12236.39377,18,70.08905405,17043,IL,0003,Pasture (improved through cultural practices)
13774.64859,21,66.62534855,17043,IL,0004,Idle farmland
12078.19542,18,71.29267509,17043,IL,0010,Developed
135118.2544,203,21.14043619,17043,IL,0011,"Cultural (business, residential, other intense human activity)"
9006.880898,14,75.29673381,17043,IL,0012,"Rights-of-way (improved road, railway, power line)"
18196.3923,27,57.64539521,17043,IL,0017,Wetland
8373.652986,13,74.48128147,17043,IL,0020,Forest
10429.99743,16,72.36844604,17043,IL,0023,Census water
370109.9452071431,555,12.72869677,17045,IL,0002,Cropland
5959.99853,9,101.3303228,17045,IL,0003,Pasture (improved through cultural practices)
4350.620127,7,101.3303228,17045,IL,0004,Idle farmland
11919.99706,18,71.64067932,17045,IL,0011,"Cultural (business, residential, other intense human activity)"
5959.99853,9,101.3303228,17045,IL,0012,"Rights-of-way (improved road, railway, power line)"
3136.413466,5,71.66537972,17045,IL,0020,Forest
95606.27526,143,24.48138155,17047,IL,0002,Cropland
17956.5911,27,58.65746026,17047,IL,0003,Pasture (improved through cultural practices)
5985.530367,9,101.6911246,17047,IL,0011,"Cultural (business, residential, other intense human activity)"
13167.25102,20,49.92533557,17047,IL,0020,Forest
199221.4961297853,299,17.23494852,17049,IL,0002,Cropland
7019.510046,11,95.19197132,17049,IL,0003,Pasture (improved through cultural practices)
20579.60709,31,53.18790538,17049,IL,0011,"Cultural (business, residential, other intense human activity)"
1754.877512,3,95.19197132,17049,IL,0015,"Other (undeveloped beach, marsh, bog,snow, ice)"
65654.76398,98,29.27913759,17049,IL,0020,Forest
2021.471484,3,95.19197132,17049,IL,0022,Noncensus water
8648.438462,13,100,17049,IL,0023,Census water
5985.530367,9,101.6911246,17051,IL,0001,Agricultural land
271909.9126909897,408,14.64982952,17051,IL,0002,Cropland
26831.74722,40,48.42648415,17051,IL,0003,Pasture (improved through cultural practices)
25609.63294,38,47.03164215,17051,IL,0011,"Cultural (business, residential, other intense human activity)"
10353.23097,16,65.46630569,17051,IL,0012,"Rights-of-way (improved road, railway, power line)"
116651.7422612691,175,21.01423538,17051,IL,0020,Forest
2768.78997,4,90.32027637,17051,IL,0022,Noncensus water
5959.99853,9,101.3303228,17053,IL,0001,Agricultural land
286079.9294332111,429,14.52296517,17053,IL,0002,Cropland
5959.99853,9,101.3303228,17053,IL,0003,Pasture (improved through cultural practices)
11919.99706,18,71.64067932,17053,IL,0012,"Rights-of-way (improved road, railway, power line)"
5963.388305,9,103.7259182,17055,IL,0001,Agricultural land
141139.5541947097,212,20.55939974,17055,IL,0002,Cropland
5963.388305,9,103.7259182,17055,IL,0003,Pasture (improved through cultural practices)
27818.64458,42,44.62947743,17055,IL,0011,"Cultural (business, residential, other intense human activity)"
11926.77661,18,73.24973619,17055,IL,0012,"Rights-of-way (improved road, railway, power line)"
5963.388305,9,103.7259182,17055,IL,0017,Wetland
75445.74349,113,27.40151568,17055,IL,0020,Forest
7151.816667,11,100,17055,IL,0023,Census water
283776.9611875439,426,14.38209161,17057,IL,0002,Cropland
61863.21717,93,31.41768363,17057,IL,0003,Pasture (improved through cultural practices)
5959.99853,9,101.3303228,17057,IL,0011,"Cultural (business, residential, other intense human activity)"
14717.42369,22,55.72354085,17057,IL,0012,"Rights-of-way (improved road, railway, power line)"
168833.5270880149,253,17.88804401,17057,IL,0020,Forest
8077.069949,12,87.77838353,17057,IL,0022,Noncensus water
11919.99706,18,71.64067932,17057,IL,0023,Census water
147760.9357470277,222,20.09089591,17059,IL,0002,Cropland
9781.740991,15,81.58308469,17059,IL,0003,Pasture (improved through cultural practices)
6269.826152,9,102.2382282,17059,IL,0011,"Cultural (business, residential, other intense human activity)"
49416.37955,74,33.11488659,17059,IL,0020,Forest
1485.297759,2,107.9405451,17059,IL,0022,Noncensus water
5985.530367,9,101.6911246,17061,IL,0001,Agricultural land
253776.6788618126,381,15.255894,17061,IL,0002,Cropland
40402.32998,61,38.48802989,17061,IL,0003,Pasture (improved through cultural practices)
716.4621371,1,97.7117,17061,IL,0004,Idle farmland
8257.239747,12,82.04776198,17061,IL,0012,"Rights-of-way (improved road, railway, power line)"
5985.530367,9,101.6911246,17061,IL,0017,Wetland
37031.3286,56,37.13281698,17061,IL,0020,Forest
5959.99853,9,101.3303228,17063,IL,0001,Agricultural land
217698.1446954806,327,16.59695788,17063,IL,0002,Cropland
5959.99853,9,101.3303228,17063,IL,0003,Pasture (improved through cultural practices)
16590.34131,25,58.83831714,17063,IL,0011,"Cultural (business, residential, other intense human activity)"
5959.99853,9,101.3303228,17063,IL,0012,"Rights-of-way (improved road, railway, power line)"
5959.99853,9,101.3303228,17063,IL,0015,"Other (undeveloped beach, marsh, bog,snow, ice)"
8077.069949,12,87.77838353,17063,IL,0017,Wetland
9982.096956,15,64.30867011,17063,IL,0020,Forest
1643.722417,2,69.05278705,17063,IL,0022,Noncensus water
1982.86511,3,90.59723659,17065,IL,0001,Agricultural land
194490.7035337241,292,17.20491407,17065,IL,0002,Cropland
7946.253415,12,81.05905883,17065,IL,0003,Pasture (improved through cultural practices)
4393.776796,7,103.7259182,17065,IL,0011,"Cultural (business, residential, other intense human activity)"
7176.591397,11,88.10143321,17065,IL,0012,"Rights-of-way (improved road, railway, power line)"
73908.06274,111,27.12373211,17065,IL,0020,Forest
408757.5854,613,12.0607894,17067,IL,0002,Cropland
38739.99044,58,38.93973133,17067,IL,0003,Pasture (improved through cultural practices)
7199.356384,11,73.7060795,17067,IL,0004,Idle farmland
5959.99853,9,101.3303228,17067,IL,0010,Developed
3638.108263,5,101.3303228,17067,IL,0011,"Cultural (business, residential, other intense human activity)"
19626.02569,29,53.90896385,17067,IL,0012,"Rights-of-way (improved road, railway, power line)"
61638.69618,92,28.08681575,17067,IL,0020,Forest
5409.878673,8,100,17067,IL,0023,Census water
10435.92953,16,73.99727118,17069,IL,0002,Cropland
4863.060305,7,95.78065228,17069,IL,0011,"Cultural (business, residential, other intense human activity)"
2077.87378,3,64.88113566,17069,IL,0012,"Rights-of-way (improved road, railway, power line)"
73780.09602,111,24.70751101,17069,IL,0020,Forest
176249.7196037221,264,18.51246474,17071,IL,0002,Cropland
17522.10739,26,56.23872109,17071,IL,0003,Pasture (improved through cultural practices)
2077.384059,3,88.39592836,17071,IL,0011,"Cultural (business, residential, other intense human activity)"
5959.99853,9,101.3303228,17071,IL,0012,"Rights-of-way (improved road, railway, power line)"
41605.62389,62,36.29250357,17071,IL,0020,Forest
10819.75735,16,70.02746714,17071,IL,0023,Census water
5959.99853,9,101.3303228,17073,IL,0001,Agricultural land
409330.2901815731,614,12.00100555,17073,IL,0002,Cropland
11919.99706,18,71.64067932,17073,IL,0003,Pasture (improved through cultural practices)
5959.99853,9,101.3303228,17073,IL,0004,Idle farmland
6887.324296,10,96.80438714,17073,IL,0010,Developed
23839.99412,36,50.64250426,17073,IL,0011,"Cultural (business, residential, other intense human activity)"
17879.99559,27,58.48564898,17073,IL,0012,"Rights-of-way (improved road, railway, power line)"
36266.49746,54,36.89022747,17073,IL,0020,Forest
11369.8772,17,71.31128818,17073,IL,0023,Census water
17879.99559,27,58.48564898,17075,IL,0001,Agricultural land
573087.1846326706,860,10.1930271,17075,IL,0002,Cropland
17879.99559,27,58.48564898,17075,IL,0003,Pasture (improved through cultural practices)
5959.99853,9,101.3303228,17075,IL,0010,Developed
19997.06701,30,55.50390259,17075,IL,0011,"Cultural (business, residential, other intense human activity)"
25957.06554,39,48.6730968,17075,IL,0012,"Rights-of-way (improved road, railway, power line)"
29076.86474,44,41.68177208,17075,IL,0020,Forest
14510.00895,22,50.35907015,17075,IL,0022,Noncensus water
175879.9216093571,264,18.36014446,17077,IL,0002,Cropland
24322.88407,36,47.34591647,17077,IL,0003,Pasture (improved through cultural practices)
14897.37213,22,62.46860577,17077,IL,0011,"Cultural (business, residential, other intense human activity)"
27843.97574,42,45.21266094,17077,IL,0012,"Rights-of-way (improved road, railway, power line)"
1464.782853,2,65.05346962,17077,IL,0017,Wetland
147676.4679572548,222,16.48660798,17077,IL,0020,Forest
2207.494036,3,100,17077,IL,0022,Noncensus water
20267.02164,30,56.52935144,17077,IL,0023,Census water
239185.8863521367,359,15.7675269,17079,IL,0002,Cropland
17235.69327,26,57.7703641,17079,IL,0003,Pasture (improved through cultural practices)
10954.01936,16,70.1067575,17079,IL,0004,Idle farmland
13005.04041,20,69.50139658,17079,IL,0011,"Cultural (business, residential, other intense human activity)"
37012.8927,56,37.8419466,17079,IL,0020,Forest
8648.438462,13,100,17079,IL,0023,Census water
11971.06073,18,71.8734613,17081,IL,0001,Agricultural land
149369.6916,224,19.73528037,17081,IL,0002,Cropland
35797.30311,54,40.62523032,17081,IL,0003,Pasture (improved through cultural practices)
24990.66644,37,45.57801418,17081,IL,0004,Idle farmland
5985.530367,9,101.6911246,17081,IL,0008,Windbreak\/Shelterbelt
5985.530367,9,101.6911246,17081,IL,0010,Developed
29927.65183,45,45.39405477,17081,IL,0011,"Cultural (business, residential, other intense human activity)"
18990.57078,28,57.36509542,17081,IL,0012,"Rights-of-way (improved road, railway, power line)"
82657.35729,124,24.54019978,17081,IL,0020,Forest
5235.957582,8,68.03156174,17081,IL,0022,Noncensus water
25945.31538,39,52.70462767,17081,IL,0023,Census water
5985.530367,9,101.6911246,17083,IL,0001,Agricultural land
129302.8313071945,194,21.25309226,17083,IL,0002,Cropland
5985.530367,9,101.6911246,17083,IL,0003,Pasture (improved through cultural practices)
11036.03201,17,71.66745586,17083,IL,0004,Idle farmland
5985.530367,9,101.6911246,17083,IL,0010,Developed
19837.17552,30,53.843127,17083,IL,0011,"Cultural (business, residential, other intense human activity)"
68510.99814,103,27.37663132,17083,IL,0020,Forest
242326.7750586919,363,15.72526765,17085,IL,0002,Cropland
39029.20862,59,38.37720916,17085,IL,0003,Pasture (improved through cultural practices)
2019.267487,3,87.77838353,17085,IL,0004,Idle farmland
13409.99669,20,64.66357674,17085,IL,0011,"Cultural (business, residential, other intense human activity)"
5409.878673,8,100,17085,IL,0017,Wetland
58154.49001,87,29.46066315,17085,IL,0020,Forest
222.5975779,0,92.11253117,17085,IL,0022,Noncensus water
6887.324296,10,96.80438714,17085,IL,0023,Census water
5963.388305,9,103.7259182,17087,IL,0001,Agricultural land
64308.48763,96,30.13915447,17087,IL,0002,Cropland
18196.60276,27,59.54824545,17087,IL,0003,Pasture (improved through cultural practices)
4948.355289,7,72.13116462,17087,IL,0004,Idle farmland
5088.30471,8,52.31776632,17087,IL,0012,"Rights-of-way (improved road, railway, power line)"
4472.541229,7,103.7259182,17087,IL,0015,"Other (undeveloped beach, marsh, bog,snow, ice)"
5963.388305,9,103.7259182,17087,IL,0017,Wetland
121510.8949926726,182,19.92351203,17087,IL,0020,Forest
179116.3526,269,18.40328559,17089,IL,0002,Cropland
5959.99853,9,101.3303228,17089,IL,0004,Idle farmland
4612.642408,7,68.10535928,17089,IL,0009,Rangeland
7140.237971,11,86.08127795,17089,IL,0010,Developed
85931.31441,129,26.4226598,17089,IL,0011,"Cultural (business, residential, other intense human activity)"
31521.82372,47,43.14070952,17089,IL,0012,"Rights-of-way (improved road, railway, power line)"
6118.196886,9,100.3224,17089,IL,0017,Wetland
36689.43364,55,36.99330717,17089,IL,0020,Forest
11528.07556,17,70.97229878,17089,IL,0023,Census water
368043.0956602274,552,12.72560426,17091,IL,0002,Cropland
5959.99853,9,101.3303228,17091,IL,0003,Pasture (improved through cultural practices)
11369.8772,17,71.31128818,17091,IL,0010,Developed
20575.76484,31,53.98780766,17091,IL,0011,"Cultural (business, residential, other intense human activity)"
11919.99706,18,71.64067932,17091,IL,0012,"Rights-of-way (improved road, railway, power line)"
15476.82441,23,56.65032739,17091,IL,0020,Forest
5409.878673,8,100,17091,IL,0023,Census water
158282.8695566674,237,19.49585645,17093,IL,0002,Cropland
35137.08532,53,41.278748,17093,IL,0011,"Cultural (business, residential, other intense human activity)"
7973.560722,12,78.96237839,17093,IL,0012,"Rights-of-way (improved road, railway, power line)"
8800.641079,13,67.86196336,17093,IL,0020,Forest
4184.065084,6,100,17093,IL,0023,Census water
5959.99853,9,101.3303228,17095,IL,0001,Agricultural land
364589.8639033802,547,12.70465662,17095,IL,0002,Cropland
17879.99559,27,58.48564898,17095,IL,0003,Pasture (improved through cultural practices)
4027.124383,6,88.39592836,17095,IL,0004,Idle farmland
5959.99853,9,101.3303228,17095,IL,0010,Developed
18273.647,27,57.25742301,17095,IL,0011,"Cultural (business, residential, other intense human activity)"
66145.23341,99,27.9838542,17095,IL,0020,Forest
5959.99853,9,101.3303228,17095,IL,0023,Census water
23998.19248,36,50.52672638,17097,IL,0002,Cropland
5959.99853,9,101.3303228,17097,IL,0003,Pasture (improved through cultural practices)
8840.03215,13,68.96142098,17097,IL,0004,Idle farmland
29958.191,45,45.20912827,17097,IL,0010,Developed
142884.3556780913,214,20.58288522,17097,IL,0011,"Cultural (business, residential, other intense human activity)"
27233.02128,41,43.47082369,17097,IL,0012,"Rights-of-way (improved road, railway, power line)"
6118.196886,9,100.3224,17097,IL,0017,Wetland
32954.86934,49,37.00879029,17097,IL,0020,Forest
37869.15071,57,35.54906839,17097,IL,0023,Census water
582589.8562936747,874,10.09014808,17099,IL,0002,Cropland
5959.99853,9,101.3303228,17099,IL,0003,Pasture (improved through cultural practices)
5959.99853,9,101.3303228,17099,IL,0010,Developed
23839.99412,36,50.64250426,17099,IL,0011,"Cultural (business, residential, other intense human activity)"
35759.99118,54,41.33709399,17099,IL,0012,"Rights-of-way (improved road, railway, power line)"
4588.647664,7,100.3224,17099,IL,0017,Wetland
43407.44797,65,35.17584519,17099,IL,0020,Forest
12928.84736,19,63.68850362,17099,IL,0022,Noncensus water
17329.87573,26,58.33253547,17099,IL,0023,Census water
172676.2286,259,18.29406935,17101,IL,0002,Cropland
5985.530367,9,101.6911246,17101,IL,0003,Pasture (improved through cultural practices)
1494.55493,2,100,17101,IL,0007,Maintained wildlife opening
5985.530367,9,101.6911246,17101,IL,0008,Windbreak\/Shelterbelt
43346.66842,65,34.02213501,17101,IL,0020,Forest
5985.530367,9,101.6911246,17101,IL,0023,Census water
11919.99706,18,71.64067932,17103,IL,0001,Agricultural land
377499.1748683646,566,12.58901428,17103,IL,0002,Cropland
25957.06554,39,48.6730968,17103,IL,0003,Pasture (improved through cultural practices)
5959.99853,9,101.3303228,17103,IL,0004,Idle farmland
21622.47679,32,51.86476672,17103,IL,0011,"Cultural (business, residential, other intense human activity)"
5959.99853,9,101.3303228,17103,IL,0012,"Rights-of-way (improved road, railway, power line)"
6118.196886,9,100.3224,17103,IL,0017,Wetland
16894.03032,25,55.49652783,17103,IL,0020,Forest
597625.2627622086,896,9.958876175,17105,IL,0002,Cropland
11919.99706,18,71.64067932,17105,IL,0003,Pasture (improved through cultural practices)
439.884004,1,92.11253117,17105,IL,0004,Idle farmland
31917.06407,48,43.86686369,17105,IL,0011,"Cultural (business, residential, other intense human activity)"
17879.99559,27,58.48564898,17105,IL,0012,"Rights-of-way (improved road, railway, power line)"
11792.51115,18,67.70190522,17105,IL,0020,Forest
332768.5483739076,499,13.38415174,17107,IL,0002,Cropland
7356.165826,11,92.11253117,17107,IL,0004,Idle farmland
5959.99853,9,101.3303228,17107,IL,0010,Developed
11919.99706,18,71.64067932,17107,IL,0011,"Cultural (business, residential, other intense human activity)"
12302.86342,18,69.47038043,17107,IL,0012,"Rights-of-way (improved road, railway, power line)"
20967.94697,31,49.39862643,17107,IL,0020,Forest
5959.99853,9,101.3303228,17107,IL,0023,Census water
14037.06848,21,66.34881735,17109,IL,0001,Agricultural land
284220.4600160652,426,14.48344266,17109,IL,0002,Cropland
14037.06848,21,66.34881735,17109,IL,0003,Pasture (improved through cultural practices)
10986.80256,16,62.58192022,17109,IL,0011,"Cultural (business, residential, other intense human activity)"
1934.839964,3,88.39592836,17109,IL,0012,"Rights-of-way (improved road, railway, power line)"
59482.45492,89,29.72773258,17109,IL,0020,Forest
436.6449884,1,88.39592836,17109,IL,0022,Noncensus water
5409.878673,8,100,17109,IL,0023,Census water
8077.069949,12,87.77838353,17111,IL,0001,Agricultural land
190719.9529554741,286,17.82989076,17111,IL,0002,Cropland
17879.99559,27,58.48564898,17111,IL,0003,Pasture (improved through cultural practices)
17879.99559,27,58.48564898,17111,IL,0010,Developed
52072.32943,78,34.33294853,17111,IL,0011,"Cultural (business, residential, other intense human activity)"
19719.03705,30,53.72244668,17111,IL,0012,"Rights-of-way (improved road, railway, power line)"
12078.19542,18,71.29267509,17111,IL,0015,"Other (undeveloped beach, marsh, bog,snow, ice)"
8077.069949,12,87.77838353,17111,IL,0017,Wetland
50293.561,75,33.87291917,17111,IL,0020,Forest
5959.99853,9,101.3303228,17113,IL,0001,Agricultural land
678134.03,"1,017",9.323386147,17113,IL,0002,Cropland
11919.99706,18,71.64067932,17113,IL,0003,Pasture (improved through cultural practices)
8054.248767,12,88.39592836,17113,IL,0008,Windbreak\/Shelterbelt
6118.196886,9,100.3224,17113,IL,0010,Developed
42769.69549,64,36.51484889,17113,IL,0011,"Cultural (business, residential, other intense human activity)"
5734.213809,9,81.32625289,17113,IL,0012,"Rights-of-way (improved road, railway, power line)"
17258.34982,26,46.79916868,17113,IL,0020,Forest
2013.562192,3,88.39592836,17113,IL,0022,Noncensus water
5959.99853,9,101.3303228,17113,IL,0023,Census water
11919.99706,18,71.64067932,17115,IL,0001,Agricultural land
280119.9309033525,420,14.67886981,17115,IL,0002,Cropland
5959.99853,9,101.3303228,17115,IL,0003,Pasture (improved through cultural practices)
44347.06416,67,36.98615507,17115,IL,0011,"Cultural (business, residential, other intense human activity)"
17879.99559,27,58.48564898,17115,IL,0012,"Rights-of-way (improved road, railway, power line)"
5409.878673,8,100,17115,IL,0017,Wetland
15922.17179,24,60.17662412,17115,IL,0020,Forest
1489.999632,2,101.3303228,17115,IL,0022,Noncensus water
7019.510046,11,95.19197132,17117,IL,0001,Agricultural land
381706.2303,573,12.28394313,17117,IL,0002,Cropland
27506.46342,41,46.65486079,17117,IL,0003,Pasture (improved through cultural practices)
5264.632535,8,95.19197132,17117,IL,0004,Idle farmland
36048.67441,54,37.96614219,17117,IL,0011,"Cultural (business, residential, other intense human activity)"
11981.52943,18,71.8106024,17117,IL,0012,"Rights-of-way (improved road, railway, power line)"
79060.74693,119,24.759913,17117,IL,0020,Forest
929.5624599,1,97.7117,17117,IL,0022,Noncensus water
3722.165397,6,95.19197132,17119,IL,0001,Agricultural land
248527.5818427358,373,15.38479889,17119,IL,0002,Cropland
21681.33149,33,49.80729482,17119,IL,0003,Pasture (improved through cultural practices)
1880.584419,3,94.24495399,17119,IL,0004,Idle farmland
7019.510046,11,95.19197132,17119,IL,0010,Developed
40741.44479,61,37.7736653,17119,IL,0011,"Cultural (business, residential, other intense human activity)"
57187.46915,86,32.03530131,17119,IL,0012,"Rights-of-way (improved road, railway, power line)"
5985.530367,9,101.6911246,17119,IL,0015,"Other (undeveloped beach, marsh, bog,snow, ice)"
100666.9178554465,151,22.09435408,17119,IL,0020,Forest
1960.294109,3,90.32027637,17119,IL,0022,Noncensus water
11971.06073,18,71.8734613,17119,IL,0023,Census water
201011.3992235738,302,17.16454552,17121,IL,0002,Cropland
23762.14906,36,49.76392659,17121,IL,0003,Pasture (improved through cultural practices)
40117.99991,60,36.93985771,17121,IL,0011,"Cultural (business, residential, other intense human activity)"
7481.912959,11,83.8385292,17121,IL,0012,"Rights-of-way (improved road, railway, power line)"
89286.42153,134,24.50889619,17121,IL,0020,Forest
183548.9602043291,275,18.12984806,17123,IL,0002,Cropland
18372.56632,28,55.774342,17123,IL,0003,Pasture (improved through cultural practices)
1726.881996,3,92.11253117,17123,IL,0004,Idle farmland
5959.99853,9,101.3303228,17123,IL,0011,"Cultural (business, residential, other intense human activity)"
5959.99853,9,101.3303228,17123,IL,0012,"Rights-of-way (improved road, railway, power line)"
27241.47992,41,44.46116186,17123,IL,0020,Forest
10819.75735,16,70.02746714,17123,IL,0023,Census water
314389.9224500392,472,13.81869586,17125,IL,0002,Cropland
4469.998897,7,101.3303228,17125,IL,0004,Idle farmland
22996.42396,34,49.76119439,17125,IL,0020,Forest
2979.999265,4,101.3303228,17125,IL,0023,Census water
