countyID,countyName,state,size,2022 gdp (1000s),,,,,,,,
19165,Shelby County,IA,591," 768,800 ",,,,,IA,Keokuk County,Keokuk,"319,652"
19167,Sioux County,IA,769," 2,587,382 ",,,,,IA,Kossuth County,Kossuth,"984,733"
19169,Story County,IA,574," 5,782,585 ",,,,,IA,Lee County,Lee,"1,771,261"
19171,Tama County,IA,722," 684,535 ",,,,,IA,Linn County,Linn,"17,321,866"
19173,Taylor County,IA,535," 293,879 ",,,,,IA,Louisa County,Louisa,"932,744"
19175,Union County,IA,426," 839,681 ",,,,,IA,Lucas County,Lucas,"298,611"
19177,Van Buren County,IA,491," 232,442 ",,,,,IA,Lyon County,Lyon,"912,971"
19179,Wapello County,IA,436," 1,723,775 ",,,,,IA,Madison County,Madison,"451,547"
19181,Warren County,IA,573," 1,368,732 ",,,,,IA,Mahaska County,Mahaska,"858,109"
19183,Washington County,IA,571," 1,270,872 ",,,,,IA,Marion County,Marion,"2,112,895"
19185,Wayne County,IA,527," 248,624 ",,,,,IA,Marshall County,Marshall,"1,766,947"
19187,Webster County,IA,718," 2,105,636 ",,,,,IA,Mills County,Mills,"552,579"
19189,Winnebago County,IA,402," 507,405 ",,,,,IA,Mitchell County,Mitchell,"633,568"
19191,Winneshiek County,IA,690," 986,693 ",,,,,IA,Monona County,Monona,"342,642"
19193,Woodbury County,IA,877," 5,217,724 ",,,,,IA,Monroe County,Monroe,"496,812"
19195,Worth County,IA,402," 351,158 ",,,,,IA,Montgomery County,Montgomery,"443,513"
19197,Wright County,IA,583," 877,648 ",,,,,IA,Muscatine County,Muscatine,"2,578,843"
20001,Allen County,KS,505," 556,971 ",,,,,IA,O'Brien County,O'Brien,"883,743"
20003,Anderson County,KS,584," 299,113 ",,,,,IA,Osceola County,Osceola,"407,093"
20005,Atchison County,KS,435," 628,585 ",,,,,IA,Page County,Page,"621,580"
20007,Barber County,KS,1136," 194,639 ",,,,,IA,Palo Alto County,Palo Alto,"577,658"
20009,Barton County,KS,901," 1,187,074 ",,,,,IA,Plymouth County,Plymouth,"1,526,073"
20011,Bourbon County,KS,639," 609,572 ",,,,,IA,Pocahontas County,Pocahontas,"517,436"
20013,Brown County,KS,572," 567,476 ",,,,,IA,Polk County,Polk,"47,683,356"
20015,Butler County,KS,1446," 2,359,250 ",,,,,IA,Pottawattamie County,Pottawattamie,"4,349,226"
20017,Chase County,KS,778," 118,310 ",,,,,IA,Poweshiek County,Poweshiek,"1,222,295"
20019,Chautauqua County,KS,645," 65,838 ",,,,,IA,Ringgold County,Ringgold,"165,129"
20021,Cherokee County,KS,591," 872,820 ",,,,,IA,Sac County,Sac,"571,402"
20023,Cheyenne County,KS,1021," 117,938 ",,,,,IA,Scott County,Scott,"9,868,941"
20025,Clark County,KS,977," 204,115 ",,,,,IA,Shelby County,Shelby,"768,800"
20027,Clay County,KS,655," 224,404 ",,,,,IA,Sioux County,Sioux,"2,587,382"
20029,Cloud County,KS,719," 385,451 ",,,,,IA,Story County,Story,"5,782,585"
20031,Coffey County,KS,655," 645,388 ",,,,,IA,Tama County,Tama,"684,535"
20033,Comanche County,KS,790," 69,926 ",,,,,IA,Taylor County,Taylor,"293,879"
20035,Cowley County,KS,1133," 1,279,251 ",,,,,IA,Union County,Union,"839,681"
20037,Crawford County,KS,595," 1,682,766 ",,,,,IA,Van Buren County,Van Buren,"232,442"
20039,Decatur County,KS,894," 193,559 ",,,,,IA,Wapello County,Wapello,"1,723,775"
20041,Dickinson County,KS,853," 620,230 ",,,,,IA,Warren County,Warren,"1,368,732"
20043,Doniphan County,KS,397," 225,663 ",,,,,IA,Washington County,Washington,"1,270,872"
20045,Douglas County,KS,475," 5,219,845 ",,,,,IA,Wayne County,Wayne,"248,624"
20047,Edwards County,KS,622," 145,252 ",,,,,IA,Webster County,Webster,"2,105,636"
20049,Elk County,KS,650," 86,517 ",,,,,IA,Winnebago County,Winnebago,"507,405"
20051,Ellis County,KS,901," 1,772,342 ",,,,,IA,Winneshiek County,Winneshiek,"986,693"
20053,Ellsworth County,KS,723," 247,611 ",,,,,IA,Woodbury County,Woodbury,"5,217,724"
20055,Finney County,KS,1303," 2,287,775 ",,,,,IA,Worth County,Worth,"351,158"
20057,Ford County,KS,1099," 2,444,691 ",,,,,IA,Wright County,Wright,"877,648"
20059,Franklin County,KS,577," 828,942 ",,,,,, County,,
20061,Geary County,KS,404," 2,885,327 ",,,,,,Kansas County,Kansas,"174,794,603"
20063,Gove County,KS,1072," 170,892 ",,,,,KS,Allen County,Allen,"556,971"
20065,Graham County,KS,899," 119,266 ",,,,,KS,Anderson County,Anderson,"299,113"
20067,Grant County,KS,575," 413,414 ",,,,,KS,Atchison County,Atchison,"628,585"
20069,Gray County,KS,869," 615,705 ",,,,,KS,Barber County,Barber,"194,639"
20071,Greeley County,KS,778," 180,961 ",,,,,KS,Barton County,Barton,"1,187,074"
20073,Greenwood County,KS,1153," 144,373 ",,,,,KS,Bourbon County,Bourbon,"609,572"
20075,Hamilton County,KS,998," 157,072 ",,,,,KS,Brown County,Brown,"567,476"
20077,Harper County,KS,803," 258,604 ",,,,,KS,Butler County,Butler,"2,359,250"
20079,Harvey County,KS,541," 1,308,772 ",,,,,KS,Chase County,Chase,"118,310"
20081,Haskell County,KS,578," 224,265 ",,,,,KS,Chautauqua County,Chautauqua,"65,838"
20083,Hodgeman County,KS,860," 94,995 ",,,,,KS,Cherokee County,Cherokee,"872,820"
20085,Jackson County,KS,658," 396,755 ",,,,,KS,Cheyenne County,Cheyenne,"117,938"
20087,Jefferson County,KS,557," 372,532 ",,,,,KS,Clark County,Clark,"204,115"
20089,Jewell County,KS,915," 64,249 ",,,,,KS,Clay County,Clay,"224,404"
20091,Johnson County,KS,480," 53,507,243 ",,,,,KS,Cloud County,Cloud,"385,451"
20093,Kearny County,KS,872," 203,626 ",,,,,KS,Coffey County,Coffey,"645,388"
20095,Kingman County,KS,867," 282,518 ",,,,,KS,Comanche County,Comanche,"69,926"
20097,Kiowa County,KS,723," 93,673 ",,,,,KS,Cowley County,Cowley,"1,279,251"
20099,Labette County,KS,653," 814,188 ",,,,,KS,Crawford County,Crawford,"1,682,766"
20101,Lane County,KS,717," 113,134 ",,,,,KS,Decatur County,Decatur,"193,559"
20103,Leavenworth County,KS,468," 2,947,593 ",,,,,KS,Dickinson County,Dickinson,"620,230"
20105,Lincoln County,KS,720," 106,295 ",,,,,KS,Doniphan County,Doniphan,"225,663"
20107,Linn County,KS,606," 451,765 ",,,,,KS,Douglas County,Douglas,"5,219,845"
20109,Logan County,KS,1073," 140,303 ",,,,,KS,Edwards County,Edwards,"145,252"
20111,Lyon County,KS,855," 1,488,309 ",,,,,KS,Elk County,Elk,"86,517"
20113,McPherson County,KS,901," 1,892,051 ",,,,,KS,Ellis County,Ellis,"1,772,342"
20115,Marion County,KS,954," 329,419 ",,,,,KS,Ellsworth County,Ellsworth,"247,611"
20117,Marshall County,KS,904," 629,467 ",,,,,KS,Finney County,Finney,"2,287,775"
20119,Meade County,KS,980," 248,353 ",,,,,KS,Ford County,Ford,"2,444,691"
20121,Miami County,KS,590," 1,036,518 ",,,,,KS,Franklin County,Franklin,"828,942"
20123,Mitchell County,KS,719," 465,766 ",,,,,KS,Geary County,Geary,"2,885,327"
20125,Montgomery County,KS,651," 1,679,946 ",,,,,KS,Gove County,Gove,"170,892"
20127,Morris County,KS,703," 180,290 ",,,,,KS,Graham County,Graham,"119,266"
20129,Morton County,KS,730," 88,545 ",,,,,KS,Grant County,Grant,"413,414"
20131,Nemaha County,KS,719," 545,268 ",,,,,KS,Gray County,Gray,"615,705"
20133,Neosho County,KS,578," 554,631 ",,,,,KS,Greeley County,Greeley,"180,961"
20135,Ness County,KS,1075," 155,108 ",,,,,KS,Greenwood County,Greenwood,"144,373"
20137,Norton County,KS,881," 277,846 ",,,,,KS,Hamilton County,Hamilton,"157,072"
20139,Osage County,KS,719," 267,672 ",,,,,KS,Harper County,Harper,"258,604"
20141,Osborne County,KS,894," 146,770 ",,,,,KS,Harvey County,Harvey,"1,308,772"
20143,Ottawa County,KS,722," 105,775 ",,,,,KS,Haskell County,Haskell,"224,265"
20145,Pawnee County,KS,755," 207,240 ",,,,,KS,Hodgeman County,Hodgeman,"94,995"
20147,Phillips County,KS,895," 314,766 ",,,,,KS,Jackson County,Jackson,"396,755"
20149,Pottawatomie County,KS,862," 1,295,230 ",,,,,KS,Jefferson County,Jefferson,"372,532"
20151,Pratt County,KS,736," 539,015 ",,,,,KS,Jewell County,Jewell,"64,249"
20153,Rawlins County,KS,1070," 182,086 ",,,,,KS,Johnson County,Johnson,"53,507,243"
20155,Reno County,KS,1271," 2,611,622 ",,,,,KS,Kearny County,Kearny,"203,626"
20157,Republic County,KS,720," 142,944 ",,,,,KS,Kingman County,Kingman,"282,518"
20159,Rice County,KS,728," 573,778 ",,,,,KS,Kiowa County,Kiowa,"93,673"
20161,Riley County,KS,622," 2,900,047 ",,,,,KS,Labette County,Labette,"814,188"
20163,Rooks County,KS,895," 192,187 ",,,,,KS,Lane County,Lane,"113,134"
20165,Rush County,KS,718," 126,374 ",,,,,KS,Leavenworth County,Leavenworth,"2,947,593"
20167,Russell County,KS,899," 264,048 ",,,,,KS,Lincoln County,Lincoln,"106,295"
20169,Saline County,KS,721," 2,976,053 ",,,,,KS,Linn County,Linn,"451,765"
20171,Scott County,KS,718," 315,023 ",,,,,KS,Logan County,Logan,"140,303"
20173,Sedgwick County,KS,1009," 32,861,513 ",,,,,KS,Lyon County,Lyon,"1,488,309"
20175,Seward County,KS,641," 1,283,372 ",,,,,KS,McPherson County,McPherson,"1,892,051"
20177,Shawnee County,KS,556," 11,120,208 ",,,,,KS,Marion County,Marion,"329,419"
20179,Sheridan County,KS,897," 98,424 ",,,,,KS,Marshall County,Marshall,"629,467"
20181,Sherman County,KS,1056," 312,125 ",,,,,KS,Meade County,Meade,"248,353"
20183,Smith County,KS,897," 125,507 ",,,,,KS,Miami County,Miami,"1,036,518"
20185,Stafford County,KS,795," 121,139 ",,,,,KS,Mitchell County,Mitchell,"465,766"
20187,Stanton County,KS,680," 202,953 ",,,,,KS,Montgomery County,Montgomery,"1,679,946"
20189,Stevens County,KS,728," 278,293 ",,,,,KS,Morris County,Morris,"180,290"
20191,Sumner County,KS,1185," 672,118 ",,,,,KS,Morton County,Morton,"88,545"
20193,Thomas County,KS,1075," 602,163 ",,,,,KS,Nemaha County,Nemaha,"545,268"
20195,Trego County,KS,899," 145,488 ",,,,,KS,Neosho County,Neosho,"554,631"
20197,Wabaunsee County,KS,800," 140,492 ",,,,,KS,Ness County,Ness,"155,108"
20199,Wallace County,KS,914," 81,758 ",,,,,KS,Norton County,Norton,"277,846"
20201,Washington County,KS,899," 181,214 ",,,,,KS,Osage County,Osage,"267,672"
20203,Wichita County,KS,719," 200,653 ",,,,,KS,Osborne County,Osborne,"146,770"
20205,Wilson County,KS,575," 300,004 ",,,,,KS,Ottawa County,Ottawa,"105,775"
20207,Woodson County,KS,506," 71,600 ",,,,,KS,Pawnee County,Pawnee,"207,240"
20209,Wyandotte County,KS,156," 11,381,425 ",,,,,KS,Phillips County,Phillips,"314,766"
21001,Adair County,KY,412," 387,875 ",,,,,KS,Pottawatomie County,Pottawatomie,"1,295,230"
21003,Allen County,KY,352," 501,379 ",,,,,KS,Pratt County,Pratt,"539,015"
21005,Anderson County,KY,204," 592,452 ",,,,,KS,Rawlins County,Rawlins,"182,086"
21007,Ballard County,KY,274," 241,204 ",,,,,KS,Reno County,Reno,"2,611,622"
21009,Barren County,KY,500," 1,373,614 ",,,,,KS,Republic County,Republic,"142,944"
21011,Bath County,KY,284," 191,114 ",,,,,KS,Rice County,Rice,"573,778"
21013,Bell County,KY,361," 736,844 ",,,,,KS,Riley County,Riley,"2,900,047"
21015,Boone County,KY,257," 12,487,129 ",,,,,KS,Rooks County,Rooks,"192,187"
21017,Bourbon County,KY,292," 888,977 ",,,,,KS,Rush County,Rush,"126,374"
21019,Boyd County,KY,162," 2,677,107 ",,,,,KS,Russell County,Russell,"264,048"
21021,Boyle County,KY,183," 1,259,016 ",,,,,KS,Saline County,Saline,"2,976,053"
21023,Bracken County,KY,209," 158,892 ",,,,,KS,Scott County,Scott,"315,023"
21025,Breathitt County,KY,495," 208,347 ",,,,,KS,Sedgwick County,Sedgwick,"32,861,513"
21027,Breckinridge County,KY,586," 389,720 ",,,,,KS,Seward County,Seward,"1,283,372"
21029,Bullitt County,KY,300," 2,835,527 ",,,,,KS,Shawnee County,Shawnee,"11,120,208"
21031,Butler County,KY,432," 300,968 ",,,,,KS,Sheridan County,Sheridan,"98,424"
21033,Caldwell County,KY,348," 423,288 ",,,,,KS,Sherman County,Sherman,"312,125"
21035,Calloway County,KY,411," 1,395,496 ",,,,,KS,Smith County,Smith,"125,507"
21037,Campbell County,KY,159," 3,574,511 ",,,,,KS,Stafford County,Stafford,"121,139"
21039,Carlisle County,KY,199," 179,930 ",,,,,KS,Stanton County,Stanton,"202,953"
21041,Carroll County,KY,137," 1,959,178 ",,,,,KS,Stevens County,Stevens,"278,293"
21043,Carter County,KY,412," 496,913 ",,,,,KS,Sumner County,Sumner,"672,118"
21045,Casey County,KY,446," 333,480 ",,,,,KS,Thomas County,Thomas,"602,163"
21047,Christian County,KY,724," 5,863,865 ",,,,,KS,Trego County,Trego,"145,488"
21049,Clark County,KY,255," 1,554,628 ",,,,,KS,Wabaunsee County,Wabaunsee,"140,492"
21051,Clay County,KY,471," 348,105 ",,,,,KS,Wallace County,Wallace,"81,758"
21053,Clinton County,KY,206," 349,851 ",,,,,KS,Washington County,Washington,"181,214"
21055,Crittenden County,KY,371," 175,006 ",,,,,KS,Wichita County,Wichita,"200,653"
21057,Cumberland County,KY,311," 163,099 ",,,,,KS,Wilson County,Wilson,"300,004"
21059,Daviess County,KY,476," 4,529,411 ",,,,,KS,Woodson County,Woodson,"71,600"
21061,Edmonson County,KY,308," 185,100 ",,,,,KS,Wyandotte County,Wyandotte,"11,381,425"
21063,Elliott County,KY,235," 80,294 ",,,,,, County,,
21065,Estill County,KY,256," 212,300 ",,,,,,Kentucky County,Kentucky,"217,568,064"
21067,Fayette County,KY,286," 21,209,754 ",,,,,KY,Adair County,Adair,"387,875"
21069,Fleming County,KY,351," 312,849 ",,,,,KY,Allen County,Allen,"501,379"
21071,Floyd County,KY,395," 1,115,923 ",,,,,KY,Anderson County,Anderson,"592,452"
21073,Franklin County,KY,212," 3,337,094 ",,,,,KY,Ballard County,Ballard,"241,204"
21075,Fulton County,KY,231," 201,766 ",,,,,KY,Barren County,Barren,"1,373,614"
21077,Gallatin County,KY,105," 358,902 ",,,,,KY,Bath County,Bath,"191,114"
21079,Garrard County,KY,234," 258,783 ",,,,,KY,Bell County,Bell,"736,844"
21081,Grant County,KY,261," 563,507 ",,,,,KY,Boone County,Boone,"12,487,129"
21083,Graves County,KY,557," 1,324,617 ",,,,,KY,Bourbon County,Bourbon,"888,977"
21085,Grayson County,KY,511," 730,243 ",,,,,KY,Boyd County,Boyd,"2,677,107"
21087,Green County,KY,289," 159,719 ",,,,,KY,Boyle County,Boyle,"1,259,016"
21089,Greenup County,KY,355," 768,065 ",,,,,KY,Bracken County,Bracken,"158,892"
21091,Hancock County,KY,199," 827,180 ",,,,,KY,Breathitt County,Breathitt,"208,347"
21093,Hardin County,KY,630," 5,566,918 ",,,,,KY,Breckinridge County,Breckinridge,"389,720"
21095,Harlan County,KY,468," 557,542 ",,,,,KY,Bullitt County,Bullitt,"2,835,527"
21097,Harrison County,KY,310," 528,599 ",,,,,KY,Butler County,Butler,"300,968"
21099,Hart County,KY,418," 559,944 ",,,,,KY,Caldwell County,Caldwell,"423,288"
21101,Henderson County,KY,467," 1,994,337 ",,,,,KY,Calloway County,Calloway,"1,395,496"
21103,Henry County,KY,291," 324,432 ",,,,,KY,Campbell County,Campbell,"3,574,511"
21105,Hickman County,KY,253," 183,015 ",,,,,KY,Carlisle County,Carlisle,"179,930"
21107,Hopkins County,KY,554," 1,902,259 ",,,,,KY,Carroll County,Carroll,"1,959,178"
21109,Jackson County,KY,347," 164,146 ",,,,,KY,Carter County,Carter,"496,913"
21111,Jefferson County,KY,399," 59,529,847 ",,,,,KY,Casey County,Casey,"333,480"
21113,Jessamine County,KY,174," 2,047,343 ",,,,,KY,Christian County,Christian,"5,863,865"
21115,Johnson County,KY,264," 431,715 ",,,,,KY,Clark County,Clark,"1,554,628"
21117,Kenton County,KY,165," 9,574,067 ",,,,,KY,Clay County,Clay,"348,105"
21119,Knott County,KY,353," 198,290 ",,,,,KY,Clinton County,Clinton,"349,851"
21121,Knox County,KY,388," 618,978 ",,,,,KY,Crittenden County,Crittenden,"175,006"
21123,Larue County,KY,264," 215,651 ",,,,,KY,Cumberland County,Cumberland,"163,099"
21125,Laurel County,KY,444," 2,215,698 ",,,,,KY,Daviess County,Daviess,"4,529,411"
21127,Lawrence County,KY,420," 338,728 ",,,,,KY,Edmonson County,Edmonson,"185,100"
21129,Lee County,KY,211," 118,993 ",,,,,KY,Elliott County,Elliott,"80,294"
21131,Leslie County,KY,404," 143,755 ",,,,,KY,Estill County,Estill,"212,300"
21133,Letcher County,KY,339," 389,631 ",,,,,KY,Fayette County,Fayette,"21,209,754"
21135,Lewis County,KY,496," 186,308 ",,,,,KY,Fleming County,Fleming,"312,849"
21137,Lincoln County,KY,337," 415,937 ",,,,,KY,Floyd County,Floyd,"1,115,923"
21139,Livingston County,KY,342," 307,430 ",,,,,KY,Franklin County,Franklin,"3,337,094"
21141,Logan County,KY,557," 1,064,153 ",,,,,KY,Fulton County,Fulton,"201,766"
21143,Lyon County,KY,256," 223,901 ",,,,,KY,Gallatin County,Gallatin,"358,902"
21145,McCracken County,KY,268," 4,733,470 ",,,,,KY,Garrard County,Garrard,"258,783"
21147,McCreary County,KY,431," 250,844 ",,,,,KY,Grant County,Grant,"563,507"
21149,McLean County,KY,256," 257,976 ",,,,,KY,Graves County,Graves,"1,324,617"
21151,Madison County,KY,443," 3,106,363 ",,,,,KY,Grayson County,Grayson,"730,243"
21153,Magoffin County,KY,309," 143,688 ",,,,,KY,Green County,Green,"159,719"
21155,Marion County,KY,347," 923,442 ",,,,,KY,Greenup County,Greenup,"768,065"
21157,Marshall County,KY,340," 1,657,667 ",,,,,KY,Hancock County,Hancock,"827,180"
21159,Martin County,KY,231," 184,594 ",,,,,KY,Hardin County,Hardin,"5,566,918"
21161,Mason County,KY,247," 1,171,645 ",,,,,KY,Harlan County,Harlan,"557,542"
21163,Meade County,KY,324," 629,559 ",,,,,KY,Harrison County,Harrison,"528,599"
21165,Menifee County,KY,206," 85,749 ",,,,,KY,Hart County,Hart,"559,944"
21167,Mercer County,KY,253," 863,461 ",,,,,KY,Henderson County,Henderson,"1,994,337"
21169,Metcalfe County,KY,291," 188,163 ",,,,,KY,Henry County,Henry,"324,432"
21171,Monroe County,KY,332," 326,476 ",,,,,KY,Hickman County,Hickman,"183,015"
21173,Montgomery County,KY,199," 1,072,089 ",,,,,KY,Hopkins County,Hopkins,"1,902,259"
21175,Morgan County,KY,384," 253,485 ",,,,,KY,Jackson County,Jackson,"164,146"
21177,Muhlenberg County,KY,479," 1,123,541 ",,,,,KY,Jefferson County,Jefferson,"59,529,847"
21179,Nelson County,KY,424," 1,735,012 ",,,,,KY,Jessamine County,Jessamine,"2,047,343"
21181,Nicholas County,KY,197," 88,851 ",,,,,KY,Johnson County,Johnson,"431,715"
21183,Ohio County,KY,597," 814,518 ",,,,,KY,Kenton County,Kenton,"9,574,067"
21185,Oldham County,KY,197," 1,974,160 ",,,,,KY,Knott County,Knott,"198,290"
21187,Owen County,KY,354," 176,607 ",,,,,KY,Knox County,Knox,"618,978"
21189,Owsley County,KY,198," 49,626 ",,,,,KY,Larue County,Larue,"215,651"
21191,Pendleton County,KY,281," 296,608 ",,,,,KY,Laurel County,Laurel,"2,215,698"
21193,Perry County,KY,343," 948,549 ",,,,,KY,Lawrence County,Lawrence,"338,728"
21195,Pike County,KY,789," 1,924,074 ",,,,,KY,Lee County,Lee,"118,993"
21197,Powell County,KY,180," 225,448 ",,,,,KY,Leslie County,Leslie,"143,755"
21199,Pulaski County,KY,677," 2,207,694 ",,,,,KY,Letcher County,Letcher,"389,631"
21201,Robertson County,KY,100," 27,790 ",,,,,KY,Lewis County,Lewis,"186,308"
21203,Rockcastle County,KY,318," 348,474 ",,,,,KY,Lincoln County,Lincoln,"415,937"
21205,Rowan County,KY,286," 749,429 ",,,,,KY,Livingston County,Livingston,"307,430"
21207,Russell County,KY,283," 696,562 ",,,,,KY,Logan County,Logan,"1,064,153"
21209,Scott County,KY,285," 3,580,949 ",,,,,KY,Lyon County,Lyon,"223,901"
21211,Shelby County,KY,386," 1,654,144 ",,,,,KY,McCracken County,McCracken,"4,733,470"
21213,Simpson County,KY,236," 949,882 ",,,,,KY,McCreary County,McCreary,"250,844"
21215,Spencer County,KY,192," 313,513 ",,,,,KY,McLean County,McLean,"257,976"
21217,Taylor County,KY,277," 821,633 ",,,,,KY,Madison County,Madison,"3,106,363"
21219,Todd County,KY,377," 391,143 ",,,,,KY,Magoffin County,Magoffin,"143,688"
21221,Trigg County,KY,481," 270,382 ",,,,,KY,Marion County,Marion,"923,442"
21223,Trimble County,KY,156," 637,372 ",,,,,KY,Marshall County,Marshall,"1,657,667"
21225,Union County,KY,363," 799,913 ",,,,,KY,Martin County,Martin,"184,594"
21227,Warren County,KY,548," 7,352,178 ",,,,,KY,Mason County,Mason,"1,171,645"
21229,Washington County,KY,302," 327,620 ",,,,,KY,Meade County,Meade,"629,559"
21231,Wayne County,KY,484," 419,934 ",,,,,KY,Menifee County,Menifee,"85,749"
21233,Webster County,KY,336," 385,441 ",,,,,KY,Mercer County,Mercer,"863,461"
21235,Whitley County,KY,445," 1,103,467 ",,,,,KY,Metcalfe County,Metcalfe,"188,163"
21237,Wolfe County,KY,223," 111,185 ",,,,,KY,Monroe County,Monroe,"326,476"
21239,Woodford County,KY,192," 1,170,602 ",,,,,KY,Montgomery County,Montgomery,"1,072,089"
22001,Acadia Parish,LA,658," 1,470,411 ",,,,,KY,Morgan County,Morgan,"253,485"
22003,Allen Parish,LA,766," 702,344 ",,,,,KY,Muhlenberg County,Muhlenberg,"1,123,541"
22005,Ascension Parish,LA,303," 8,759,357 ",,,,,KY,Nelson County,Nelson,"1,735,012"
22007,Assumption Parish,LA,365," 457,269 ",,,,,KY,Nicholas County,Nicholas,"88,851"
22009,Avoyelles Parish,LA,866," 827,300 ",,,,,KY,Ohio County,Ohio,"814,518"
22011,Beauregard Parish,LA,1166," 1,177,814 ",,,,,KY,Oldham County,Oldham,"1,974,160"
22013,Bienville Parish,LA,822," 577,741 ",,,,,KY,Owen County,Owen,"176,607"
22015,Bossier Parish,LA,867," 5,398,850 ",,,,,KY,Owsley County,Owsley,"49,626"
22017,Caddo Parish,LA,937," 13,128,753 ",,,,,KY,Pendleton County,Pendleton,"296,608"
22019,Calcasieu Parish,LA,1094," 12,477,178 ",,,,,KY,Perry County,Perry,"948,549"
22021,Caldwell Parish,LA,541," 182,052 ",,,,,KY,Pike County,Pike,"1,924,074"
22023,Cameron Parish,LA,1932," 805,003 ",,,,,KY,Powell County,Powell,"225,448"
22025,Catahoula Parish,LA,740," 161,120 ",,,,,KY,Pulaski County,Pulaski,"2,207,694"
22027,Claiborne Parish,LA,768," 389,024 ",,,,,KY,Robertson County,Robertson,"27,790"
22029,Concordia Parish,LA,749," 548,431 ",,,,,KY,Rockcastle County,Rockcastle,"348,474"
22031,De Soto Parish,LA,895," 2,065,912 ",,,,,KY,Rowan County,Rowan,"749,429"
22033,East Baton Rouge Parish,LA,471," 33,011,806 ",,,,,KY,Russell County,Russell,"696,562"
22035,East Carroll Parish,LA,442," 132,565 ",,,,,KY,Scott County,Scott,"3,580,949"
22037,East Feliciana Parish,LA,456," 471,478 ",,,,,KY,Shelby County,Shelby,"1,654,144"
22039,Evangeline Parish,LA,680," 837,348 ",,,,,KY,Simpson County,Simpson,"949,882"
22041,Franklin Parish,LA,635," 423,767 ",,,,,KY,Spencer County,Spencer,"313,513"
22043,Grant Parish,LA,665," 437,946 ",,,,,KY,Taylor County,Taylor,"821,633"
22045,Iberia Parish,LA,1031," 2,633,763 ",,,,,KY,Todd County,Todd,"391,143"
22047,Iberville Parish,LA,653," 2,184,870 ",,,,,KY,Trigg County,Trigg,"270,382"
22049,Jackson Parish,LA,580," 473,408 ",,,,,KY,Trimble County,Trimble,"637,372"
22051,Jefferson Parish,LA,642," 23,989,257 ",,,,,KY,Union County,Union,"799,913"
22053,Jefferson Davis Parish,LA,659," 772,006 ",,,,,KY,Warren County,Warren,"7,352,178"
22055,Lafayette Parish,LA,270," 14,294,888 ",,,,,KY,Washington County,Washington,"327,620"
22057,Lafourche Parish,LA,1472," 3,781,568 ",,,,,KY,Wayne County,Wayne,"419,934"
22059,La Salle Parish,LA,662,"419,832",,,,,KY,Webster County,Webster,"385,441"
22061,Lincoln Parish,LA,472," 1,990,618 ",,,,,KY,Whitley County,Whitley,"1,103,467"
22063,Livingston Parish,LA,703," 3,136,007 ",,,,,KY,Wolfe County,Wolfe,"111,185"
22065,Madison Parish,LA,651," 304,358 ",,,,,KY,Woodford County,Woodford,"1,170,602"
22067,Morehouse Parish,LA,805," 524,454 ",,,,,, County,,
22069,Natchitoches Parish,LA,1299," 1,548,969 ",,,,,,Louisiana County,Louisiana,"231,262,265"
22071,Orleans Parish,LA,350," 22,936,957 ",,,,,LA,Acadia Parish,Acadia,"1,470,411"
22073,Ouachita Parish,LA,633," 7,073,915 ",,,,,LA,Allen Parish,Allen,"702,344"
22075,Plaquemines Parish,LA,2429," 2,248,924 ",,,,,LA,Ascension Parish,Ascension,"8,759,357"
22077,Pointe Coupee Parish,LA,591," 788,377 ",,,,,LA,Assumption Parish,Assumption,"457,269"
22079,Rapides Parish,LA,1362," 5,578,425 ",,,,,LA,Avoyelles Parish,Avoyelles,"827,300"
22081,Red River Parish,LA,402," 621,549 ",,,,,LA,Beauregard Parish,Beauregard,"1,177,814"
22083,Richland Parish,LA,565," 644,102 ",,,,,LA,Bienville Parish,Bienville,"577,741"
22085,Sabine Parish,LA,1012," 960,989 ",,,,,LA,Bossier Parish,Bossier,"5,398,850"
22087,St. Bernard Parish,LA,1794," 1,150,352 ",,,,,LA,Caddo Parish,Caddo,"13,128,753"
22089,St. Charles Parish,LA,410," 6,858,830 ",,,,,LA,Calcasieu Parish,Calcasieu,"12,477,178"
22091,St. Helena Parish,LA,409," 190,146 ",,,,,LA,Caldwell Parish,Caldwell,"182,052"
22093,St. James Parish,LA,258," 1,980,326 ",,,,,LA,Cameron Parish,Cameron,"805,003"
22095,St. John the Baptist Parish,LA,348," 2,337,058 ",,,,,LA,Catahoula Parish,Catahoula,"161,120"
22097,St. Landry Parish,LA,939," 2,266,361 ",,,,,LA,Claiborne Parish,Claiborne,"389,024"
22099,St. Martin Parish,LA,817," 1,314,766 ",,,,,LA,Concordia Parish,Concordia,"548,431"
22101,St. Mary Parish,LA,1119," 2,603,126 ",,,,,LA,De Soto Parish,De Soto,"2,065,912"
22103,St. Tammany Parish,LA,1124," 12,632,480 ",,,,,LA,East Baton Rouge Parish,East Baton Rouge,"33,011,806"
22105,Tangipahoa Parish,LA,823," 4,299,158 ",,,,,LA,East Carroll Parish,East Carroll,"132,565"
22107,Tensas Parish,LA,641," 106,087 ",,,,,LA,East Feliciana Parish,East Feliciana,"471,478"
22109,Terrebonne Parish,LA,2080," 5,031,608 ",,,,,LA,Evangeline Parish,Evangeline,"837,348"
22111,Union Parish,LA,905," 517,397 ",,,,,LA,Franklin Parish,Franklin,"423,767"
