fips,year,TOT_POP,white,black,native,asian,pac_isl,two_plus_races,hispanic
13283,2021,6306,3985,1939,17,33,0,100,232
13285,2021,69720,38671,25151,183,1659,46,1224,2786
13287,2021,8966,4776,3552,27,82,8,86,435
13289,2021,7856,4307,3115,37,33,3,118,243
13291,2021,25521,23777,229,95,123,5,302,990
13293,2021,27720,18485,7775,74,161,40,455,730
13295,2021,68510,61632,3005,225,518,37,1176,1917
13297,2021,99853,70920,19426,252,1669,91,1721,5774
13299,2021,36033,22393,10663,123,416,15,699,1724
13301,2021,5240,2040,2965,11,37,0,82,105
13303,2021,19785,8355,10465,24,124,2,259,556
13305,2021,30380,21510,5906,121,230,11,566,2036
13307,2021,2367,1199,989,5,15,0,37,122
13309,2021,7471,4138,2777,12,26,0,95,423
13311,2021,28442,26074,538,129,174,21,493,1013
13313,2021,102848,57747,3685,217,1513,62,1290,38334
13315,2021,8739,5164,2921,19,81,1,118,435
13317,2021,9513,4925,3756,17,68,2,196,549
13319,2021,8831,5058,3270,37,39,1,151,275
13321,2021,20554,13760,5770,55,157,16,259,537
15001,2021,202906,61416,1539,647,38563,23903,48897,27941
15003,2021,1000890,176092,24490,1783,408359,93133,193411,103622
15005,2021,82,22,0,0,6,39,13,2
15007,2021,73454,21563,476,186,20828,6256,15443,8702
15009,2021,164221,49102,1186,483,44451,15895,33237,19867
16001,2021,511931,427911,6300,2603,14085,986,13438,46608
16003,2021,4625,4161,9,62,39,20,116,218
16005,2021,88263,72840,783,2506,1397,224,1996,8517
16007,2021,6545,6072,19,42,28,3,80,301
16009,2021,9931,8332,52,649,33,11,379,475
16011,2021,48876,36093,192,2509,380,88,665,8949
16013,2021,24766,18127,102,74,234,21,296,5912
16015,2021,8094,7175,50,82,121,19,204,443
16017,2021,49491,45589,147,370,336,64,1079,1906
16019,2021,127930,104613,753,745,1420,163,2287,17949
16021,2021,12561,11134,86,201,161,14,268,697
16023,2021,2654,2399,10,20,9,6,49,161
16025,2021,1139,998,9,14,5,0,31,82
16027,2021,243115,169237,1644,1401,2316,613,5342,62562
16029,2021,7111,6456,20,33,25,18,85,474
16031,2021,25164,17281,111,173,152,47,310,7090
16033,2021,792,422,13,6,4,2,17,328
16035,2021,8895,7941,51,195,68,28,210,402
16037,2021,4428,4017,20,35,17,2,97,240
16039,2021,28827,20790,768,266,716,98,943,5246
16041,2021,14666,13268,52,87,47,13,163,1036
16043,2021,13592,11542,55,99,51,56,130,1659
16045,2021,19792,17189,57,155,183,34,381,1793
16047,2021,15772,10564,50,117,96,16,217,4712
16049,2021,17040,15373,94,425,93,9,394,652
16051,2021,32202,27844,88,181,174,40,421,3454
16053,2021,24662,14588,96,142,97,37,264,9438
16055,2021,179789,161183,690,1949,1693,258,4271,9745
16057,2021,40313,35635,339,311,925,51,1126,1926
16059,2021,8162,7607,26,71,27,4,150,277
16061,2021,3715,3086,27,210,56,9,138,189
16063,2021,5282,3366,20,57,23,10,89,1717
16065,2021,53881,47086,372,185,729,142,813,4554
16067,2021,21955,13439,90,158,90,12,269,7897
16069,2021,42454,36626,188,2222,360,66,1031,1961
16071,2021,4611,4280,20,19,26,3,56,207
16073,2021,12336,8560,45,311,58,6,184,3172
16075,2021,26350,20336,121,237,226,22,598,4810
16077,2021,7950,4805,33,168,38,8,127,2771
16079,2021,13612,12364,85,198,77,8,322,558
16081,2021,12267,9998,37,43,87,12,122,1968
16083,2021,92243,71270,783,540,1512,199,1517,16422
16085,2021,12241,11232,42,84,75,8,178,622
16087,2021,10898,8634,48,104,87,3,203,1819
17001,2021,64954,59077,2572,123,580,28,1357,1217
17003,2021,5030,3203,1526,25,14,11,138,113
17005,2021,16596,14420,1042,78,125,3,274,654
17007,2021,53159,37592,1291,88,679,14,766,12729
17009,2021,6421,4522,1351,15,18,3,46,466
17011,2021,32883,28450,302,79,340,10,395,3307
17013,2021,4369,4217,24,13,15,0,24,76
17015,2021,15698,14476,204,41,106,5,198,668
17017,2021,12773,9285,569,25,113,20,118,2643
17019,2021,205943,135352,28591,391,21634,164,6143,13668
17021,2021,33662,31829,571,65,237,12,375,573
17023,2021,15300,14714,73,31,53,6,148,275
17025,2021,13143,12536,69,33,121,0,151,233
17027,2021,36793,33439,1335,74,216,13,478,1238
17029,2021,46765,42032,1865,93,458,19,843,1455
17031,2021,5173146,2145367,1180443,6236,408635,931,84950,1346584
17033,2021,18659,16781,1005,47,120,8,211,487
17035,2021,10345,9920,59,23,67,9,125,142
17037,2021,100414,74393,8698,176,2530,47,1952,12618
17039,2021,15341,14396,167,32,70,7,196,473
17041,2021,19722,17666,135,44,132,3,246,1496
17043,2021,924885,601260,46821,960,120163,231,16774,138676
17045,2021,16520,15912,119,35,63,4,170,217
17047,2021,6075,5844,34,16,30,0,73,78
17049,2021,34430,32824,209,34,282,8,285,788
17051,2021,21384,19640,975,49,77,5,211,427
17053,2021,13511,12418,157,31,73,7,237,588
17055,2021,37442,35617,271,111,143,8,522,770
17057,2021,33197,30157,1442,86,98,7,335,1072
17059,2021,4903,4656,38,16,14,0,97,82
17061,2021,11843,11349,184,30,32,2,90,156
17063,2021,52989,44825,1035,75,470,42,618,5924
17065,2021,7911,7517,58,18,56,0,97,165
17067,2021,17400,16622,138,43,50,14,212,321
17069,2021,3650,3439,26,29,18,5,54,79
17071,2021,6312,6005,32,21,35,5,97,117
17073,2021,48907,43829,933,76,239,16,688,3126
17075,2021,26827,23906,335,47,142,8,318,2071
17077,2021,52565,38743,7971,205,1702,39,1391,2514
17079,2021,9193,8912,28,20,34,2,67,130
17081,2021,36877,31305,3123,97,451,12,735,1154
17083,2021,21333,20328,182,61,154,9,280,319
17085,2021,21939,20650,173,36,99,9,232,740
17087,2021,13463,11697,1102,28,34,1,155,446
17089,2021,515588,289088,27187,639,22324,174,7467,168709
17091,2021,106601,75231,15740,178,1088,37,1948,12379
17093,2021,134867,87155,10936,172,4735,60,2478,29331
17095,2021,49268,40148,4128,100,422,18,1281,3171
17097,2021,711239,421780,49069,1108,61855,348,12689,164390
17099,2021,108965,91777,3058,203,1042,18,1366,11501
17101,2021,15152,12580,1671,45,72,2,145,637
17103,2021,34049,28715,2097,76,248,10,465,2438
17105,2021,35664,31439,1583,54,252,9,464,1863
17107,2021,27992,23809,2430,66,191,6,439,1051
17109,2021,26828,23350,1475,91,611,4,453,844
17111,2021,311122,245823,5058,480,9346,114,4493,45808
17113,2021,170889,134363,14537,331,8401,68,4014,9175
17115,2021,102432,76611,18461,214,1164,36,3288,2658
17117,2021,44406,42517,484,136,176,8,519,566
17119,2021,264490,221949,23778,608,2707,134,5571,9743
17121,2021,37390,33814,1649,111,222,9,714,871
17123,2021,11663,10948,84,30,55,3,161,382
17125,2021,12881,12296,100,47,77,0,160,201
17127,2021,13960,12173,855,73,62,2,321,474
17129,2021,12164,11570,117,38,48,3,193,195
17131,2021,15582,14697,106,29,81,2,189,478
17133,2021,34932,33515,162,63,210,12,368,602
17135,2021,28084,25932,1126,61,144,12,270,539
17137,2021,32606,28401,2306,80,262,23,578,956
17139,2021,14510,13906,114,36,43,5,146,260
17141,2021,51449,44079,570,100,269,9,695,5727
17143,2021,179432,123128,33335,444,7442,104,5275,9704
17145,2021,20985,17713,2015,46,113,13,356,729
17147,2021,16753,16015,134,26,83,7,217,271
17149,2021,14618,13927,235,30,48,8,129,241
17151,2021,3779,3382,211,27,18,2,64,75
17153,2021,5065,3244,1461,36,27,4,151,142
17155,2021,5566,5075,34,10,31,6,51,359
17157,2021,30142,25077,3365,68,159,9,346,1118
17159,2021,15796,14972,151,36,133,4,192,308
17161,2021,142909,99442,16034,276,3671,48,3869,19569
17163,2021,254796,154872,77118,625,3837,205,6464,11675
17165,2021,23320,21329,877,103,139,16,442,414
17167,2021,194734,154114,25870,366,4297,56,4950,5081
17169,2021,6843,6271,328,14,20,0,45,165
17171,2021,4836,4614,32,15,12,36,58,69
17173,2021,20789,20085,101,49,73,9,208,264
17175,2021,5294,4984,49,9,37,0,81,134
17177,2021,44021,35640,4392,73,335,14,1449,2118
17179,2021,130413,121627,1941,299,1220,39,1881,3406
17181,2021,16923,15377,219,67,77,7,252,924
17183,2021,73095,56487,10024,119,600,33,1709,4123
17185,2021,11202,10530,80,21,132,7,156,276
17187,2021,16531,13650,442,46,387,21,254,1731
17189,2021,13655,13061,139,29,78,3,128,217
17191,2021,15963,15305,102,25,93,2,152,284
17193,2021,13784,13214,90,40,74,6,135,225
17195,2021,55305,46189,834,104,316,1,741,7120
17197,2021,697252,425646,83456,954,43512,126,11691,131867
17199,2021,66879,59433,3145,223,853,15,1250,1960
17201,2021,283119,187750,38578,531,7867,100,7501,40792
17203,2021,38225,36325,278,83,288,15,488,748
18001,2021,35961,33546,211,89,140,7,300,1668
18003,2021,388608,279834,44503,970,19762,176,11848,31515
18005,2021,82475,65876,1756,189,6625,50,1346,6633
18007,2021,8714,7942,71,23,20,5,131,522
18009,2021,12091,11461,100,35,68,4,188,235
18011,2021,73052,64455,1859,140,2752,20,1182,2644
18013,2021,15552,14795,101,67,60,3,224,302
18015,2021,20444,19001,167,43,41,2,199,991
18017,2021,37563,28952,773,144,711,11,445,6527
18019,2021,122738,100274,10009,307,1449,87,3282,7330
18021,2021,26410,25156,189,78,95,11,380,501
18023,2021,33065,26643,282,64,138,6,271,5661
18025,2021,10514,10022,69,45,28,12,153,185
18027,2021,33397,30167,686,78,151,5,391,1919
18029,2021,50816,48722,359,106,240,30,599,760
18031,2021,26320,24851,188,44,339,15,265,618
18033,2021,43333,40873,252,101,217,28,517,1345
18035,2021,111871,96411,7900,243,1500,65,2663,3089
18037,2021,43549,38623,355,69,271,5,298,3928
18039,2021,206921,151385,11611,470,2451,83,4599,36322
18041,2021,23360,22248,338,57,87,0,281,349
18043,2021,80454,69733,4505,197,999,33,1819,3168
18045,2021,16427,15520,93,50,77,3,206,478
18047,2021,22842,22055,84,38,176,4,185,300
18049,2021,20386,18568,180,100,129,6,262,1141
18051,2021,32924,30388,856,69,206,18,703,684
18053,2021,66263,55723,4826,227,557,18,1683,3229
18055,2021,30786,29510,101,105,123,5,320,622
18057,2021,356650,290770,16702,503,24620,114,7673,16268
18059,2021,81789,73936,2918,209,811,30,1347,2538
18061,2021,39761,37736,276,99,211,13,562,864
18063,2021,179355,144262,16601,339,5871,84,3679,8519
18065,2021,48935,45504,1360,87,226,16,690,1052
18067,2021,83687,70076,6695,276,1092,16,2306,3226
18069,2021,36717,34556,264,163,239,8,432,1055
18071,2021,46067,39701,597,94,1209,32,544,3890
18073,2021,33091,30002,293,77,157,7,356,2199
18075,2021,20248,19056,143,46,76,3,238,686
18077,2021,33141,30565,664,85,287,45,452,1043
18079,2021,27409,25794,219,78,100,18,363,837
18081,2021,164298,141330,4905,365,8050,114,3032,6502
18083,2021,35956,32951,1048,92,349,20,535,961
18085,2021,80106,69891,808,183,1224,30,1060,6910
18087,2021,40524,37977,206,81,157,11,297,1795
18089,2021,498558,264009,115949,750,8120,111,8100,101519
18091,2021,112390,87692,12768,291,681,18,2682,8258
18093,2021,45070,42924,246,173,295,15,599,818
18095,2021,130782,109843,10960,309,780,58,2552,6280
18097,2021,971102,511537,279832,1755,39848,184,27786,110160
18099,2021,46121,39894,283,93,262,6,612,4971
18101,2021,9780,9425,41,27,51,1,93,142
18103,2021,36081,31698,1800,299,160,12,728,1384
18105,2021,139875,115846,5135,315,9508,96,3592,5383
18107,2021,38063,34689,424,97,341,10,506,1996
18109,2021,72206,68777,489,211,512,34,796,1387
18111,2021,13808,12344,140,46,63,9,146,1060
18113,2021,47227,40836,443,118,227,9,561,5033
18115,2021,5978,5706,44,13,18,1,79,117
18117,2021,19830,18727,317,66,88,4,266,362
18119,2021,21446,20519,134,87,123,1,273,309
18121,2021,16407,15410,453,73,33,4,155,279
18123,2021,19316,18016,608,48,135,10,205,294
18125,2021,12144,11628,85,41,65,7,118,200
18127,2021,174243,141681,7754,356,2518,45,2686,19203
18129,2021,25116,23984,276,64,144,6,305,337
18131,2021,12339,11496,114,53,96,3,141,436
18133,2021,36979,33675,1423,104,447,16,540,774
18135,2021,24387,22692,175,83,91,18,323,1005
18137,2021,29081,27785,141,59,218,5,325,548
18139,2021,16672,15891,151,47,68,5,188,322
18141,2021,272212,193219,35919,837,7315,159,8200,26563
18143,2021,24355,23046,136,60,204,17,255,637
18145,2021,45039,41047,616,111,360,24,543,2338
18147,2021,19798,18666,148,59,65,1,213,646
18149,2021,23372,21817,128,76,64,0,251,1036
18151,2021,34632,32201,278,89,241,9,387,1427
18153,2021,20758,18924,1062,63,55,1,262,391
18155,2021,9790,9329,114,24,38,3,92,190
18157,2021,187076,139049,11256,388,15142,58,4037,17146
18159,2021,15372,14486,100,32,87,4,183,480
18161,2021,7047,6636,81,15,30,5,116,164
18163,2021,179987,148099,17893,355,2518,441,5063,5618
18165,2021,15341,14712,88,42,46,6,207,240
18167,2021,105994,90020,7604,355,2270,44,2565,3136
18169,2021,30816,28889,278,187,184,6,373,899
18171,2021,8475,8031,36,30,44,5,107,222
18173,2021,64514,58821,1243,129,1800,32,1028,1461
18175,2021,28102,27115,172,55,79,4,286,391
18177,2021,66456,57976,3220,166,728,50,2040,2276
18179,2021,28197,26370,254,70,179,7,329,988
18181,2021,24651,21804,158,73,110,5,262,2239
18183,2021,34430,32594,199,96,180,9,484,868
19001,2021,7541,7125,63,18,36,3,71,225
19003,2021,3641,3476,27,18,24,1,35,60
19005,2021,13926,12405,242,30,72,13,89,1075
19007,2021,12257,11522,89,51,100,2,178,315
19009,2021,5635,5367,34,10,41,2,49,132
19011,2021,25691,24542,181,75,126,8,300,459
19013,2021,130368,103834,12417,274,3465,655,3388,6335
19015,2021,26723,25067,326,90,148,8,305,779
19017,2021,25081,23626,334,42,309,4,298,468
19019,2021,20657,19724,137,32,146,4,231,383
19021,2021,20771,11401,716,33,2207,479,232,5703
19023,2021,14332,13718,47,17,147,3,149,251
19025,2021,9915,9217,270,46,36,0,111,235
19027,2021,20692,19406,244,39,103,2,186,712
19029,2021,13050,12226,63,29,58,129,110,435
19031,2021,18410,17375,166,35,104,7,257,466
19033,2021,42706,37995,848,95,478,95,770,2425
19035,2021,11503,10561,134,43,85,9,104,567
19037,2021,11887,11261,74,11,40,4,99,398
19039,2021,9785,7782,95,27,94,34,105,1648
19041,2021,16440,15195,141,52,127,4,205,716
19043,2021,16998,16210,161,21,36,15,186,369
19045,2021,46463,41918,1392,121,321,23,1025,1663
19047,2021,16193,10135,517,59,416,15,124,4927
19049,2021,103796,86467,3195,190,5467,71,1629,6777
19051,2021,9138,8802,20,30,39,0,87,160
19053,2021,7659,7010,161,35,70,15,107,261
19055,2021,17510,16824,149,26,63,4,149,295
19057,2021,38491,33133,2381,117,413,20,981,1446
19059,2021,17851,16814,114,26,162,6,209,520
19061,2021,98718,88428,3625,186,1284,692,1670,2833
19063,2021,9321,8041,107,46,64,3,99,961
19065,2021,19258,17884,286,40,203,11,250,584
19067,2021,15413,13888,386,27,221,12,201,678
19069,2021,9952,8328,81,27,58,5,91,1362
19071,2021,6567,6152,56,29,23,2,95,210
19073,2021,8717,8176,57,37,57,2,103,285
19075,2021,12347,11887,74,18,43,6,117,202
19077,2021,10567,9978,82,34,34,7,128,304
19079,2021,14887,13053,149,41,355,0,229,1060
19081,2021,10663,9831,76,19,60,10,100,567
19083,2021,16708,15280,259,54,144,12,179,780
19085,2021,14669,13990,79,39,51,0,178,332
19087,2021,20387,17841,555,64,474,20,326,1107
19089,2021,9478,9043,74,26,43,6,98,188
19091,2021,9634,8866,84,18,49,5,104,508
19093,2021,6956,6498,39,15,43,2,82,277
19095,2021,16568,15633,110,29,84,6,165,541
19097,2021,19368,18370,145,49,88,141,224,351
19099,2021,37764,34934,856,132,260,21,416,1145
19101,2021,15647,12698,339,44,1657,5,322,582
19103,2021,154748,119161,12325,322,9792,85,3702,9361
19105,2021,20805,19412,531,72,112,7,182,489
19107,2021,9914,9445,79,14,29,0,113,234
19109,2021,14529,13485,134,20,88,5,133,664
19111,2021,33215,29959,1012,81,226,27,654,1256
19113,2021,228939,192912,14371,407,5982,405,6414,8448
19115,2021,10749,8356,136,35,358,18,101,1745
19117,2021,8710,8280,46,26,30,4,82,242
19119,2021,12011,11354,38,22,44,33,135,385
19121,2021,16773,15838,93,50,148,5,207,432
19123,2021,21984,20251,444,60,405,12,266,546
19125,2021,33380,31363,286,47,465,12,428,779
19127,2021,39853,26769,830,160,1507,60,590,9937
19129,2021,14465,13497,99,69,60,13,185,542
19131,2021,10555,10138,64,13,54,5,75,206
19133,2021,8574,8041,52,154,25,5,106,191
19135,2021,7610,7204,63,15,31,1,102,194
19137,2021,10322,9588,73,50,42,8,115,446
19139,2021,42688,32391,1166,110,403,63,539,8016
19141,2021,14015,12740,164,29,102,6,139,835
19143,2021,6159,5336,58,26,49,31,73,586
19145,2021,15197,13645,475,93,163,5,227,589
19147,2021,8906,8248,147,29,82,6,97,297
19149,2021,25650,22957,472,121,168,97,301,1534
19151,2021,7074,6453,70,22,34,42,97,356
19153,2021,496844,376211,37030,741,25478,217,11877,45290
19155,2021,93304,80357,1642,418,880,100,1767,8140
19157,2021,18586,16962,263,54,360,22,277,648
19159,2021,4639,4385,32,12,40,2,37,131
19161,2021,9752,9112,44,17,45,28,107,399
19163,2021,174170,136888,13552,360,5328,87,5135,12820
19165,2021,11770,10979,97,40,67,2,168,417
19167,2021,35893,30900,197,85,281,11,235,4184
19169,2021,99472,82980,2950,179,7776,27,1611,3949
19171,2021,16867,13237,143,1055,78,9,342,2003
19173,2021,5868,5232,24,11,26,0,64,511
19175,2021,12018,11236,158,42,84,7,108,383
19177,2021,7243,6957,17,15,44,1,84,125
19179,2021,35256,27727,1382,97,718,666,496,4170
19181,2021,53402,49729,506,124,420,62,761,1800
19183,2021,22491,20152,203,44,147,20,271,1654
19185,2021,6508,6200,32,12,33,4,91,136
19187,2021,37147,31626,1774,143,412,33,863,2296
19189,2021,10656,9648,152,25,100,2,152,577
19191,2021,19892,18840,179,19,217,1,151,485
19193,2021,105607,72948,5260,1581,2998,635,2594,19591
19195,2021,7385,6923,58,15,46,2,86,255
19197,2021,12785,10625,123,34,65,14,141,1783
20001,2021,12464,11118,262,109,123,4,338,510
20003,2021,7778,7241,62,57,54,2,164,198
20005,2021,16239,14322,721,116,96,11,429,544
20007,2021,4110,3724,36,46,22,1,80,201
20009,2021,25216,20176,367,145,83,9,403,4033
20011,2021,14323,12761,416,136,172,8,362,468
20013,2021,9455,7717,153,703,70,7,258,547
20015,2021,67889,59432,1439,570,1006,59,1681,3702
20017,2021,2598,2316,40,18,7,0,56,161
20019,2021,3395,2825,46,173,8,2,175,166
20021,2021,19130,16505,170,848,99,96,781,631
20023,2021,2633,2343,17,15,33,0,20,205
20025,2021,1977,1616,10,15,30,2,56,248
20027,2021,8077,7450,90,42,41,4,158,292
20029,2021,8928,8186,103,40,88,1,155,355
20031,2021,8338,7683,70,77,73,0,125,310
20033,2021,1670,1493,7,4,4,0,32,130
20035,2021,34496,27026,916,579,646,182,1110,4037
20037,2021,39110,33451,830,406,668,179,1035,2541
20039,2021,2751,2541,29,17,5,0,49,110
20041,2021,18459,16498,217,136,130,20,417,1041
20043,2021,7471,6703,231,85,39,0,166,247
20045,2021,119363,93243,5247,2540,5541,102,4677,8013
20047,2021,2832,2088,34,33,5,0,54,618
20049,2021,2441,2175,2,44,16,1,93,110
20051,2021,28790,25527,370,90,407,19,470,1907
20053,2021,6336,5400,354,53,36,0,88,405
20055,2021,38107,14960,1483,143,1486,24,435,19576
20057,2021,34159,12932,813,137,449,45,329,19454
20059,2021,25986,23457,329,176,138,5,658,1223
20061,2021,35934,20168,5897,358,1132,411,1885,6083
20063,2021,2755,2581,15,3,24,1,26,105
20065,2021,2400,2084,86,13,41,1,68,107
20067,2021,7324,3491,45,33,43,0,90,3622
20069,2021,5644,4519,39,25,32,0,64,965
20071,2021,1304,1006,5,11,7,0,10,265
20073,2021,5939,5408,32,80,22,0,151,246
20075,2021,2484,1470,18,26,7,3,41,919
20077,2021,5331,4740,40,67,22,1,98,363
20079,2021,33817,27582,568,217,346,15,814,4275
20081,2021,3668,2392,15,21,28,1,56,1155
20083,2021,1710,1454,33,9,59,0,27,128
20085,2021,13261,10971,118,929,72,4,454,713
20087,2021,18411,17076,142,165,57,17,359,595
20089,2021,2937,2781,14,17,13,0,35,77
20091,2021,613219,482526,30237,1713,33169,148,15184,50242
20093,2021,3891,2452,39,52,23,2,70,1253
20095,2021,7392,6806,28,63,44,2,120,329
20097,2021,2392,2126,33,19,43,1,49,121
20099,2021,19912,16827,785,366,91,9,784,1050
20101,2021,1565,1310,14,15,5,3,45,173
20103,2021,82184,64298,6968,594,1235,174,2576,6339
20105,2021,2903,2690,16,17,21,0,39,120
20107,2021,9747,9006,85,80,39,2,223,312
20109,2021,2722,2439,20,15,28,0,57,163
20111,2021,31998,22402,645,200,694,29,763,7265
20113,2021,30146,27342,371,130,289,23,520,1471
20115,2021,11712,10732,110,90,59,7,223,491
20117,2021,9979,9348,65,53,41,3,183,286
20119,2021,4022,3028,54,44,38,0,57,801
20121,2021,34593,31774,448,221,217,13,646,1274
20123,2021,5748,5391,24,34,45,9,73,172
20125,2021,31156,24459,1503,974,292,37,1538,2353
20127,2021,5356,4861,28,25,40,2,122,278
20129,2021,2692,1898,28,38,38,1,47,642
20131,2021,10216,9661,84,63,32,7,134,235
20133,2021,15784,13971,208,161,97,10,348,989
20135,2021,2672,2292,20,15,4,0,34,307
20137,2021,5342,4681,182,21,61,1,109,287
20139,2021,15768,14626,114,93,64,7,299,565
20141,2021,3498,3263,23,33,36,0,52,91
20143,2021,5838,5446,77,28,23,0,78,186
20145,2021,6225,5131,362,48,39,2,122,521
20147,2021,4815,4475,19,24,66,0,65,166
20149,2021,25790,23031,317,156,249,37,575,1425
20151,2021,9181,8020,142,56,86,4,170,703
20153,2021,2549,2257,18,13,18,0,43,200
20155,2021,61414,51076,1897,370,357,49,1439,6226
20157,2021,4662,4390,34,16,35,0,65,122
20159,2021,9390,7750,149,69,99,7,214,1102
20161,2021,72208,55218,4483,345,3282,161,2422,6297
20163,2021,4831,4537,45,22,26,3,60,138
20165,2021,2953,2713,17,22,12,0,47,142
20167,2021,6703,6077,85,68,38,1,140,294
20169,2021,53888,42575,1656,261,1149,32,1579,6636
20171,2021,5131,3969,33,26,47,2,46,1008
20173,2021,523828,350304,45232,4121,23156,350,18356,82309
20175,2021,21747,6076,731,72,523,26,268,14051
20177,2021,178264,129875,13696,1563,2596,194,6526,23814
20179,2021,2478,2279,12,8,8,0,29,142
20181,2021,5895,4949,51,19,27,7,103,739
20183,2021,3576,3351,14,19,12,2,83,95
20185,2021,4034,3332,22,35,17,2,81,545
20187,2021,2044,1109,18,22,5,0,70,820
20189,2021,5293,3061,39,43,22,0,65,2063
20191,2021,22385,19762,299,244,127,8,588,1357
20193,2021,7877,6973,80,33,51,7,107,626
20195,2021,2793,2617,17,13,13,1,42,90
20197,2021,6966,6362,56,57,29,0,155,307
20199,2021,1508,1347,13,7,3,0,25,113
20201,2021,5511,5116,31,9,39,3,60,253
20203,2021,2082,1420,23,8,7,1,21,602
20205,2021,8526,7809,51,92,41,6,208,319
20207,2021,3102,2851,17,33,4,0,95,102
20209,2021,167046,66118,34991,723,9039,474,4331,51370
21001,2021,18932,17414,557,65,101,3,288,504
21003,2021,20797,19584,265,60,79,3,286,520
21005,2021,24035,22299,527,55,164,5,419,566
21007,2021,7695,7059,277,16,33,4,174,132
21009,2021,44544,39943,1783,100,321,38,749,1610
21011,2021,12778,12111,167,18,72,4,169,237
21013,2021,23858,22258,624,61,105,12,473,325
21015,2021,137412,118233,6035,171,3483,253,2827,6410
21017,2021,20229,17126,1105,39,96,4,401,1458
21019,2021,47899,44520,1280,129,284,13,742,931
21021,2021,30747,26168,2420,77,296,11,696,1079
21023,2021,8439,8037,63,25,12,4,129,169
21025,2021,13553,13029,75,22,86,16,142,183
21027,2021,20651,19241,470,76,76,10,350,428
21029,2021,82918,77272,1248,247,526,58,1328,2239
21031,2021,12294,11521,99,25,28,0,163,458
21033,2021,12624,11400,667,35,66,5,202,249
21035,2021,37560,33522,1533,97,624,19,706,1059
21037,2021,93050,85387,2752,141,982,34,1551,2203
21039,2021,4791,4437,70,23,19,0,118,124
21041,2021,10863,9584,200,33,38,4,251,753
21043,2021,26412,25445,198,67,72,4,238,388
21045,2021,15866,14969,159,45,50,3,172,468
21047,2021,72357,46885,15355,310,1014,211,2404,6178
21049,2021,36871,32938,1723,78,238,17,640,1237
21051,2021,20206,18718,768,40,37,5,214,424
21053,2021,9265,8698,68,29,34,8,131,297
21055,2021,8947,8526,94,36,20,6,132,133
21057,2021,5879,5449,178,6,16,0,116,114
21059,2021,103063,89739,5006,125,2143,79,2346,3625
21061,2021,12291,11566,245,55,51,1,172,201
21063,2021,7381,6900,276,14,14,13,61,103
21065,2021,14092,13610,58,36,21,2,154,211
21067,2021,321793,224710,49683,498,13710,146,8863,24183
21069,2021,15224,14530,218,19,38,1,180,238
21071,2021,35274,34105,405,51,105,1,253,354
21073,2021,51682,42014,5227,125,1052,16,1256,1992
21075,2021,6512,4521,1563,22,45,2,179,180
21077,2021,8775,7900,140,32,32,11,196,464
21079,2021,17362,16192,381,40,55,1,280,413
21081,2021,25244,23699,269,54,104,38,277,803
21083,2021,36615,31213,1505,86,178,19,843,2771
21085,2021,26524,25313,331,56,75,6,342,401
21087,2021,11291,10576,220,39,30,1,182,243
21089,2021,35649,34202,296,120,200,1,403,427
21091,2021,9064,8584,133,23,35,1,110,178
21093,2021,111607,84366,13135,394,2402,365,4107,6838
21095,2021,26164,24877,516,52,111,16,304,288
21097,2021,18950,17684,359,55,64,13,287,488
21099,2021,19460,17778,826,41,95,4,298,418
21101,2021,44329,37936,3662,91,236,40,985,1379
21103,2021,15657,14155,445,65,57,14,337,584
21105,2021,4424,3794,402,11,20,1,85,111
21107,2021,45138,39640,2990,93,260,29,1100,1026
21109,2021,12984,12654,51,29,22,1,104,123
21111,2021,777874,506684,173675,909,25133,314,20205,50954
21113,2021,53626,46983,2393,129,761,41,1116,2203
21115,2021,22556,21865,93,38,117,8,220,215
21117,2021,169495,148368,8308,199,2270,194,3808,6348
21119,2021,14053,13593,143,18,27,2,124,146
21121,2021,29909,28490,396,76,117,10,349,471
21123,2021,15028,13722,419,39,44,15,281,508
21125,2021,62561,59727,516,173,388,9,744,1004
21127,2021,16290,15730,63,14,44,5,207,227
21129,2021,7451,6987,231,30,19,0,66,118
21131,2021,10278,9992,42,16,31,6,102,89
21133,2021,21253,20622,144,35,68,0,174,210
21135,2021,12987,12617,68,37,8,1,134,122
21137,2021,24243,22757,533,52,72,2,363,464
21139,2021,8959,8469,52,38,32,9,130,229
21141,2021,27771,24546,1622,53,89,11,530,920
21143,2021,8803,7880,511,24,48,1,124,215
21145,2021,67454,55664,7370,180,613,62,1600,1965
21147,2021,16892,15041,944,113,91,5,238,460
21149,2021,9100,8657,84,24,19,2,125,189
21151,2021,94666,84482,4135,238,1062,52,2025,2672
21153,2021,11497,11160,43,33,15,0,96,150
21155,2021,19725,17272,1327,33,151,1,369,572
21157,2021,31748,30489,165,69,139,3,293,590
21159,2021,11140,9807,763,46,28,0,105,391
21161,2021,16931,14908,1008,51,152,4,423,385
21163,2021,30131,26644,1155,149,247,68,603,1265
21165,2021,6194,5810,180,12,13,6,73,100
21167,2021,22850,20676,787,40,155,22,425,745
21169,2021,10349,9760,180,21,26,0,140,222
21171,2021,11233,10460,228,11,30,0,139,365
21173,2021,28219,26192,661,60,109,5,345,847
21175,2021,13820,12715,655,34,125,1,135,155
21177,2021,30694,28146,1454,69,102,5,366,552
